0.0 1.1044847958412765e-06 -1.9838208580997238e-06 2.912932151236289e-06 -3.7708591759926832e-06 4.586910868635177e-06 -5.206305133198992e-06 5.2512884505724836e-06
0.01001001001001001 2.2155039572270697e-06 -3.9790878416811585e-06 5.842288350111813e-06 -7.5625626483205455e-06 9.198753351204594e-06 -1.0440505601540668e-05 1.0530396173278774e-05
0.02002002002002002 3.3395425857253666e-06 -5.997155206563432e-06 8.804353396083387e-06 -1.1395769813358531e-05 1.3860229520348661e-05 -1.5730231869815137e-05 1.586487191524922e-05
0.03003003003003003 4.483073599932417e-06 -8.04934859764526e-06 1.1815361428459431e-05 -1.529106526775133e-05 1.8595941270532537e-05 -2.1102992092484982e-05 2.128213437314702e-05
0.04004004004004004 5.652593725235879e-06 -1.01470263594479e-05 1.4891581673028674e-05 -1.926906525468252e-05 2.343051526394689e-05 -2.65863096883631e-05 2.6809607662975714e-05
0.050050050050050046 6.854658602465737e-06 -1.2301639249027823e-05 1.8049401828450955e-05 -2.3350521044131447e-05 2.8388724140273112e-05 -3.2207856671633505e-05 3.247485250925336e-05
0.06006006006006006 8.095917212207982e-06 -1.4524788878770637e-05 2.1305409540953776e-05 -2.7556419794182236e-05 3.349560462303475e-05 -3.7995583427320335e-05 3.830569382462886e-05
0.07007007007007007 9.383145799570288e-06 -1.682828519578649e-05 2.467647238634644e-05 -3.1908083403327024e-05 3.877657311124207e-05 -4.397784557044727e-05 4.433034530259877e-05
0.08008008008008008 1.0723281473444645e-05 -1.9224203285888785e-05 2.8179816751629913e-05 -3.6427265829985285e-05 4.425753930494785e-05 -5.018352848353207e-05 5.057753160172372e-05
0.09009009009009009 1.2123455644695106e-05 -2.1724939773260995e-05 3.183310598428121e-05 -4.1136249324819654e-05 4.9965018376795975e-05 -5.664217008631965e-05 5.7076608659241735e-05
0.10010010010010009 1.3591027459103084e-05 -2.434326907172208e-05 3.565451815537851e-05 -4.6057939993561914e-05 5.592624216830631e-05 -6.338408235438715e-05 6.385768263485497e-05
0.11011011011011011 1.5133617373232974e-05 -2.7092399729829014e-05 3.9662823762887216e-05 -5.121596308270054e-05 6.216926985918484e-05 -7.044047206911211e-05 7.095172795139145e-05
0.12012012012012012 1.675914101454889e-05 -2.998603109975704e-05 4.387746368344122e-05 -5.663475835727e-05 6.872309853008439e-05 -7.784356125015938e-05 7.839070486769882e-05
0.13013013013013014 1.84758434610387e-05 -3.303841054883797e-05 4.831862766463993e-05 -6.233967591889055e-05 7.561777401369747e-05 -8.562670769281999e-05 8.620767699022845e-05
0.14014014014014015 2.02923340702106e-05 -3.626439142269087e-05 5.300733363506866e-05 -6.835707279292534e-05 8.288450240559564e-05 -9.3824526005958e-05 9.443692910305067e-05
