<<<<<<< HEAD
0.7995750069994674 3.654716387230893
1.3756831092019537 4.569767219662831
1.827916420001638 5.4827105189897445
2.262860391221532 6.515633243186923
2.7042451953571947 7.572879082259277
3.168692661664993 8.816999035548882
3.697018793845998 10.676355093884501
=======
0.7995750069994674 3.654716387230893
1.3756831092019537 4.569767219662831
1.827916420001638 5.4827105189897445
2.262860391221532 6.515633243186923
2.7042451953571947 7.572879082259277
3.168692661664993 8.816999035548882
3.697018793845998 10.676355093884501
>>>>>>> refs/remotes/origin/master
